0	5	10	1
1	10	8	4
2	6	4	0
3	1	6	0
4	4	4	53
5	7	6	16
6	7	3	1
7	6	2	222
8	4	9	46
9	7	2	1140
10	5	6	1
11	8	5	43
12	3	8	398
13	7	5	23
14	2	8	1630
15	4	7	1
16	9	6	17
17	2	3	0
18	8	10	74
19	4	3	0
20	7	9	12
21	8	8	0
22	2	9	18330
23	4	10	395
24	9	3	37
25	1	10	70584
26	5	3	125
27	7	1	0
28	8	2	323
29	8	6	282
30	9	10	3
31	6	6	88
32	5	1	0
33	3	7	13
34	10	1	29762
35	6	7	6
36	10	6	0
37	1	4	0
38	10	3	260
39	6	9	3
40	4	6	7
41	8	3	38
42	1	1	0
43	10	7	9
44	5	7	24
45	10	9	27
46	3	6	1
47	7	10	32
48	6	1	0
49	8	4	1461
50	7	8	1465
51	6	8	125
52	8	7	166
53	4	2	0
54	3	2	0
55	2	6	14
56	3	1	0
57	1	5	0
58	8	1	713
59	9	5	0
60	2	5	0
61	5	5	174
62	9	9	0
63	4	5	46
64	3	9	131
65	9	7	5
66	10	10	0
67	5	4	501
68	9	2	882
69	10	4	31
70	4	8	89
71	9	4	66
72	3	10	129
73	3	3	0
74	4	1	0
75	6	10	3
76	2	1	0
77	3	5	7
78	1	7	0
79	2	10	4478
80	7	7	107
81	8	9	19
82	9	8	1
83	5	8	2
84	1	3	0
85	9	1	2898
86	5	2	27
87	6	3	16
88	7	4	52
89	2	7	1033
90	6	5	0
91	10	5	6
92	10	2	366
93	1	2	0
94	2	4	0
95	5	9	39
96	1	8	7
97	2	2	0
98	1	9	7842
99	3	4	0
