0	8	3	61
1	7	1	0
2	1	10	100169
3	9	6	16
4	2	3	0
5	3	1	0
6	7	10	82
7	10	9	30
8	4	8	121
9	7	8	3112
10	5	1	0
11	1	2	0
12	9	10	2
13	3	2	0
14	7	4	73
15	10	2	450
16	7	9	22
17	10	6	0
18	4	5	70
19	5	6	1
20	4	4	80
21	4	2	0
22	2	6	21
23	2	9	32104
24	7	7	163
25	8	2	828
26	4	1	0
27	6	4	0
28	6	5	1
29	5	8	21
30	5	4	680
31	1	8	11
32	1	3	0
33	3	6	2
34	1	6	0
35	9	8	4
36	9	1	4614
37	5	10	4
38	7	5	27
39	2	7	2344
40	8	9	27
41	5	2	26
42	2	1	0
43	9	4	135
44	4	6	9
45	8	1	676
46	1	1	0
47	8	6	472
48	6	9	4
49	1	9	12809
50	8	4	1555
51	5	5	219
52	8	5	23
53	3	7	42
54	6	2	448
55	10	5	8
56	5	3	184
57	5	7	37
58	6	10	12
59	10	7	12
60	6	1	0
61	9	2	1808
62	7	2	1356
63	9	7	6
64	3	8	532
65	2	4	0
66	6	6	161
67	6	3	33
68	8	7	307
69	9	9	1
70	2	8	2198
71	6	7	4
72	3	3	0
73	1	7	0
74	5	9	73
75	9	5	0
76	4	7	1
77	1	4	0
78	4	3	0
79	10	1	48116
80	10	3	316
81	8	10	109
82	4	10	1114
83	10	10	0
84	2	10	7270
85	2	5	0
86	1	5	0
87	3	9	191
88	3	5	8
89	2	2	0
90	6	8	152
91	9	3	46
92	7	6	12
93	3	4	0
94	3	10	311
95	7	3	2
96	8	8	5
97	10	8	3
98	4	9	99
99	10	4	134
